id,office_name,office_level
61302500000,Pitadeniya Janasalu Center,Level 3
61302600000,Kiribamuna Janasalu Center,Level 3
61302700000,Devagiripura Janasalu Center,Level 3
61302800000,Wathupola Janasalu Center,Level 3
61302900000,Andigamawaththa Janasalu Center,Level 3
61303000000,Karawitigara Janasalu Center,Level 3
61303100000,Polpithigama Janasalu/Sales Center,Level 3
61303200000,Makulwewa Janasalu Center,Level 3
61303300000,Warakawehera Janasalu/Sales Center,Level 3
61303400000,Boyagane Textile Premises,Level 3
61303500000,Mapegamuwa Janasalu Center,Level 3
61303600000,Weralugama Janasalu / Sales Center,Level 3
61303700000,Paluwelgala Janasalu Center,Level 3
61303800000,Pandu/Magulagama Janasalu Center,Level 3
61303900000,Galgammulla Janasalu Center,Level 3
61304000000,Kalugamuwa Janasalu Center,Level 3
61304100000,Weerakodiyana Janasalu Center,Level 3
61304200000,Bandarakoswaththa Janasalu Center,Level 3
61304300000,Paragahadeniya Janasalu Center,Level 3
61304400000,Hamangalla Janasalu Center,Level 3
61304500000,Watareka Janasalu Center,Level 3
61304600000,Karandawa Janasalu Center,Level 3
61304700000,Ibbagamuwa Janasalu Center,Level 3
61304800000,Go/Koswaththa Janasalu Center,Level 3
61304900000,Mummana Janasalu Center,Level 3
61305000000,Gonawa Janasalu Center,Level 3
61305100000,Halmillakotuwa Janasalu Center,Level 3
61305200000,Mellankulama Janasalu / Sales Center,Level 3
61305300000,Bamunakotuwa Janasalu Center,Level 3
61305400000,Pubbowa Janasalu Center,Level 3
61305500000,Nithalawa Koswaththa Janasalu Center,Level 3
61305600000,Wilaththawa Janasalu Center,Level 3
61305700000,Kudagalgamuwa Janasalu Center,Level 3
61305800000,Bibiladeniya Janasalu Center,Level 3
61305900000,Kudabingiriya Janasalu Center,Level 3
61306000000,Godawela Janasalu Center,Level 3
61306100000,Nagollagoda Janasalu Center,Level 3
61306200000,Kithagama Janasalu Center,Level 3
61306300000,Yatihena Janasalu Center,Level 3
61306400000,Imbulgodayagama Janasalu Center,Level 3
61306500000,Madahapola Janasalu Center,Level 3
61306600000,Hunuwila Janasalu Center,Level 3
61306700000,Padiwela Janasalu Center,Level 3
61306800000,Metibokka Janasalu / Sales Center,Level 3
61306900000,Makandura Janasalu Center,Level 3
61307000000,Walakumbura Janasalu / Sales Center,Level 3
61307100000,Madelpola Janasalu Center,Level 3
61307200000,Mandapola Janasalu Center,Level 3
61307300000,Galmuruwa Janasalu Center,Level 3
61307400000,Diwulwewa Janasalu Center,Level 3
61307500000,Rathnadiwulwewa Textile Village,Level 3
61307600000,Bangadeniya Textile Village,Level 3
61307700000,Kattambuwawa Textile Village,Level 3
61307800000,Paligama Textile Village,Level 3
61307900000,Thimbiriyagedara Textile Village,Level 3
61308000000,North Central Janasalu Sales center,Level 3
61308100000,Naththandiya Sales center,Level 3
61308200000,Daladagama Sales center,Level 3
61308300000,Nikaweratiya Sales center,Level 3
61308400000,Galgamuwa Sales center,Level 3
61308500000,Pambala Sales center,Level 3
61308600000,Inigodawela Sales center,Level 3
61308700000,Wennappuwa Sales center,Level 3
61308800000,Danwella Clay Training/Sales Center,Level 3
61308900000,Udaragama Clay Training / Sales Center,Level 3
61309000000,Walakumbura Clay Training Center,Level 3
61309100000,Kirimetiyana Clay Training Center,Level 3
61309200000,Bibiladeniya Coir Training Center,Level 3
61309300000,Paragammana Coir Training Center,Level 3
61309400000,Mellawalana Coir Training Center,Level 3
61309500000,Yakkannehera Coir Training Center,Level 3
61309600000,Rideegama Training Center,Level 3
61309700000,Narammala Coir Training Center,Level 3
61309800000,Rathmale Coir Training Center,Level 3
61309900000,Moragolla Coir Training Center,Level 3
61310000000,Kumbukgete Coir Training Center,Level 3
61310100000,Bujjomuwa Training Center,Level 3
61310200000,Saliyawewa Coir Training Center,Level 3
61310300000,Konkandawala Coir Training Center,Level 3
61310400000,Malkaduwawa Higher Training Center,Level 3
61310500000,Chillaw Carpentry Training Center,Level 3
61310600000,Bongamuwa Carpentry Training Center,Level 3
61310700000,Morakele Carpentry Training Center,Level 3
61310800000,Yapahuwa Carpentry Training Center,Level 3
61310900000,Dandagamuwa Training Center,Level 3
61311000000,Bandarakoswaththa Luhu Engineer Center,Level 3
61311100000,Gahalagaswala Luhu Engineer Center,Level 3
70000000000,"Provincial Ministry of Co-operative Development & Trade, Land, Electricity & Energy, Sports and Youth Affairs, Culture & Arts Affairs, and Information Technology - North Western Provincial Council",Level 1
71400000000,Youth Affairs & Sport Unit - North Western Provincial Council,Level 2
71500000000,Cultural Affairs Unit - North Western Provincial Council,Level 2
71600000000,Co-Operative Employee's Commission - North Western Provincial Council,Level 2
71700000000,Department of Provincial Land Commissioner - North Western Provincial Council,Level 2
71800000000,Department of Provincial Co-operative Development - North Western Provincial Council,Level 2
80000000000,"Provincial Ministry of Agriculture, Lands, Irrigation, Fisheries, Animal Product & Health & Agrarian Development - North Western Provincial Council",Level 1
81900000000,Department of Agriculture - North Western Provincial Council,Level 2
81900100000,Deputy Director office of Agriculture Kurunegala,Level 3
81900200000,Zonal Director office of Agriculture Kurunegala,Level 3
81900300000,Zonal Director office of Agriculture Kuliyapitiya,Level 3
81900400000,Zonal Director office of Agriculture Dambadeniya,Level 3
81900500000,Zonal Director office of Agriculture Ibbagamuwa,Level 3
81900600000,Zonal Director office of Agriculture Mahawa,Level 3
81900700000,Zonal Director office of Agriculture Wariyapola,Level 3
81900800000,Zonal Director office of Agriculture Galgamuwa,Level 3
81900900000,Farm Wariyapola,Level 3
81901000000,Farm Galgamuwa,Level 3
81901100000,Seed Unit Wariyapola,Level 3
81901200000,Seed Lab -Wariyapola (Quality),Level 3
81901300000,Training Centre Wariyapola,Level 3
81901400000,Soil Lab Wariyapola,Level 3
81901500000,Deputy Director office of Agriculture Puttalam,Level 3
81901600000,Zonal Director office of Agriculture Puttalam,Level 3
81901700000,Zonal Director office of Agriculture Madampe,Level 3
81901800000,Zonal Director office of Agriculture Anamaduwa,Level 3
81901900000,Provincial Department of Irrigation - North Western Provincial Council,Level 3
81902000000,Regional Irrigation Engineering office - Kurunegala,Level 3
81902100000,Regional Irrigation Engineering office - Puttalama,Level 3
82000000000,Department of Animal Production & Health - North Western Provincial Council,Level 2
82000100000,Office of the Deputy Director of Animal Production & Health - Kurunegala,Level 3
82000200000,Veterinary Office - Kurunegala,Level 3
82000300000,Veterinary Office - Maspotha,Level 3
82000400000,Veterinary Office - Polgahawela,Level 3
82000500000,Veterinary Office - Alawwa,Level 3
82000600000,Veterinary Office - Mawathagama,Level 3
82000700000,Veterinary Office - Ibbagamuwa,Level 3
82000800000,Veterinary Office - Rideegama,Level 3
82000900000,Veterinary Office - Kuliyapitiya,Level 3
82001000000,Veterinary Office - Horombawa,Level 3
82001100000,VeterinaryOffice - Katupotha,Level 3
82001200000,Veterinary Office - Bamunakotuwa,Level 3
82001300000,Veterinary Office - Pannala,Level 3
82001400000,Veterinary Office - Dummalasooriya,Level 3
82001500000,Veterinary Office - Narammala,Level 3
82001600000,Veterinary Office - Weerambugedara,Level 3
82001700000,Veterinary Office - Bingiriya,Level 3
82001800000,Veterinary Office - Mallawapitiya,Level 3
82001900000,Office of the Deputy Director of Animal Production & Health - Maho,Level 3
82002000000,Veterinary Office - Ganewatta,Level 3
82002100000,Veterinary Office - Wariyapola,Level 3
82002200000,Veterinary Office - Panduwasnuwara,Level 3
82002300000,Veterinary Office - Kobeigane,Level 3
82002400000,Veterinary Office - Nikaweratiya,Level 3
82002500000,Veterinary Office - Kotawehera,Level 3
82002600000,Veterinary Office - Rasnayakapura,Level 3
82002700000,Veterinary Office - Maho,Level 3
82002800000,Veterinary Office - Ambanpola,Level 3
82002900000,Veterinary Office - Galgamuwa,Level 3
82003000000,Veterinary Office - Ehetuwewa,Level 3
82003100000,Veterinary Office - Giribawa,Level 3
82003200000,Veterinary Office - Polpithigama,Level 3
82003300000,Office of the Deputy Director of Animal Production & Health - Puttalam,Level 3
82003400000,Veterinary Office - Chilaw,Level 3
82003500000,Veterinary Office - Madampe,Level 3
82003600000,Veterinary Office - Marawila,Level 3
82003700000,Veterinary Office - Mahawewa,Level 3
82003800000,Veterinary Office - Dankotuwa,Level 3
82003900000,Veterinary Office - Wennappuwa,Level 3
82004000000,Veterinary Office - Puttalam,Level 3
82004100000,Veterinary Office - Kalpitiya,Level 3
82004200000,Veterinary Office - Wanathawilluwa,Level 3
82004300000,Veterinary Office - Serukele,Level 3
82004400000,Veterinary Office - Arachchikattuwa,Level 3
82004500000,Veterinary Office - Mandel,Level 3
82004600000,Veterinary Office - Mahakumbukkadawala,Level 3
82004700000,Veterinary Office - Karuwalagaswewa,Level 3
82004800000,Veterinary Office - Anamaduwa,Level 3
82004900000,Veterinary Office - Nawagaththegama,Level 3
82005000000,Integrated Farm Development & Training Center,Level 3
90000000000,"Provincial Ministry of Health, Indigenous Medicine, Social Welfare, Probation & Child care, Women’s Affairs & council affairs - North Western Provincial Council",Level 1
92100000000,Department of Social Service - North Western Provincial Council,Level 2
92200000000,Department of Provincial Probation and Child Care Services - North Western Provincial Council,Level 2
92200100000,Probation office - Kurunegala,Level 3
92200200000,Probation office - Wariyapola,Level 3
92200300000,Probation office - Kuliyapitiya,Level 3
92200400000,Probation office - Maho,Level 3
92200500000,Probation office - Galgamuwa,Level 3
92200600000,Probation office - Nikaweratiya,Level 3
92200700000,Probation Office - Rambadagalla,Level 3
92200800000,Probation Office - Polgahawela,Level 3
92200900000,Probation Office - Hettipola,Level 3
92201000000,Amila Sewana Children's Home,Level 3
92201100000,Girls Remand Home - Meegahakotuwa,Level 3
92201200000,Probation office - Puttalam,Level 3
92201300000,Probation office - Chilaw,Level 3
92201400000,Probation office - Marawila,Level 3
92201500000,Probation office - Anamaduwa,Level 3
92300000000,Department of Ayuruveda - North Western Provincial Council,Level 2
92300100000,Deputy Commisonner office Department of Ayuruveda - Madampe,Level 3
92300200000,D.B. Welagedara Provincial Ayuruvedic Hospital,Level 3
92300300000,Ayuruvedic Hospital - Narammala,Level 3
92300400000,Ayuruvedic Hospital - Dodamgaslanda,Level 3
92300500000,Ayuruvedic Hospital - Muruthenge,Level 3
92300600000,Ayuruvedic Hospital - Nadalagamuwa,Level 3
92300700000,Ayuruvedic Hospital - Wariyapola,Level 3
92300800000,Ayuruvedic Hospital - Ambanpola,Level 3
92300900000,Ayuruvedic Central Dispensary - Wellawa,Level 3
92301000000,Ayuruvedic Central Dispensary - Nikaweratiya,Level 3
92301100000,Ayuruvedic Central Dispensary - Kobeigane,Level 3
92301200000,Ayuruvedic Central Dispensary- Balalla,Level 3
92301300000,Ayuruvedic Central Dispensary- Horombawa,Level 3
92301400000,Ayuruvedic Central Dispensary - Kumbukgete,Level 3
92301500000,Ayuruvedic Central Dispensary - Mahapitiya,Level 3
92301600000,Ayuruvedic Central Dispensary - Rajanganaya,Level 3
92301700000,Ayuruvedic Central Dispensary - Meegalewa,Level 3
92301800000,Ayuruvedic Central Dispensary - Kirindawa,Level 3
92301900000,Ayuruvedic Central Dispensary - Rambadagalla,Level 3
92302000000,Ayuruvedic Central Dispensary - Tammebuwa,Level 3
92302100000,Ayuruvedic Central Dispensary - Maharachchimulla,Level 3
92302200000,Ayuruvedic Central Dispensary - Muthugala,Level 3
92302300000,Ayuruvedic Central Dispensary - Keelawalana,Level 3
92302400000,Ayuruvedic Central Dispensary- Ingaradaula,Level 3
92302500000,Ayuruvedic Central Dispensary - Welpalla,Level 3
92302600000,Ayuruvedic Central Dispensary - Galgamuwa,Level 3
92302700000,Ayuruvedic Central Dispensary - Meethanwala,Level 3
92302800000,Ayuruvedic Central Dispensary - Walpitagama,Level 3
92302900000,Ayuruvedic Central Dispensary - Kuliyapitiya,Level 3
92303000000,Ayuruvedic Central Dispensary - Kosgolla,Level 3
92303100000,Ayuruvedic Central Dispensary - Boyagoda,Level 3
92303200000,Ayuruvedic Central Dispensary- Thambarombuwa,Level 3
92303300000,Ayuruvedic Central Dispensary - Madahapola,Level 3
92303400000,Ayuruvedic Central Dispensary - Bingiriya,Level 3
92303500000,Ayuruvedic Central Dispensary - yagamwela,Level 3
92303600000,Ayuruvedic Central Dispensary -wadurassegama,Level 3
92303700000,Ayuruvedic Central Dispensary- Kadayamotta,Level 3
92303800000,Community Helth Promotive Center Meegahakotuwa,Level 3
92303900000,Ayuruvedic Hospital - Kirimetiyana,Level 3
92304000000,Ayuruvedic Hospital - Puttalam,Level 3
92304100000,Ayuruvedic Hospital - Madampe,Level 3
92304200000,Ayuruvedic Central Dispensary - Maiyawa,Level 3
92304300000,Ayuruvedic Central Dispensary - Anamaduwa,Level 3
92304400000,Ayuruvedic Central Dispensary - Mundalama,Level 3
92304500000,Ayuruvedic Central Dispensary - Wanathawilluwa,Level 3
92304600000,Ayuruvedic Central Dispensary - Naththandiya,Level 3
92304700000,Ayuruvedic Central Dispensary - Palliwasathuri,Level 3
92400000000,Office of the Provincial Director of Health Services - North Western Provincial Council,Level 2
92400100000,Office of the Regional Director of Health Services - Kurunegala,Level 3
92400100100,Anti malaria Campaign - Kurunegala,Level 4
92400100200,Anti malaria Campaign - Maho,Level 4
92400100300,Base Hospital (A)- Nikaweratiya,Level 4
92400100400,Base Hospital (B)- Dambadeniya,Level 4
92400100500,Base Hospital (B)- Galgamuwa,Level 4
92400100600,Base Hospital (B)- Polpitigama,Level 4
92400100700,Chest Clinic - Kurunegala,Level 4
92400100800,Divisional Hospital Type A - Alawwa,Level 4
92400100900,Divisional Hospital Type A - Gokarella,Level 4
92400101000,Divisional Hospital Type A - Hiripitiya,Level 4
92400101100,Divisional Hospital Type A - Maho,Level 4
92400101200,Divisional Hospital type A - Mawathagama,Level 4
92400101300,Divisional Hospital type A - Ridigama,Level 4
92400101400,Divisional Hospital type A - Sandalankawa,Level 4
92400101500,Divisional Hospital type A - Wariyapola,Level 4
92400101600,Divisional Hospital type B - Ambanpola,Level 4
92400101700,Divisional Hospital type B - Bingiriya,Level 4
92400101800,Divisional Hospital type B - Hettipola,Level 4
92400101900,Divisional Hospital type B - Kandanegedara,Level 4
92400102000,Divisional Hospital type B - Katupotha,Level 4
92400102100,Divisional Hospital type B - Kobeigane,Level 4
92400102200,Divisional Hospital type B - Meegalewa,Level 4
92400102300,Divisional Hospital type B - Narammala,Level 4
92400102400,Divisional Hospital type B - Nikawewa,Level 4
92400102500,Divisional Hospital type B - Pahalagiribawa,Level 4
92400102600,Divisional Hospital type B - Polgahawela,Level 4
92400102700,Divisional Hospital type B - Thlampitiya,Level 4
92400102800,Divisional Hospital type C - Atharagalla,Level 4
92400102900,Divisional Hospital type C - Delwita,Level 4
92400103000,Divisional Hospital type C - Dunakadeniya,Level 4
92400103100,Divisional Hospital type C - Ehetuwewa,Level 4
92400103200,Divisional Hospital type C - Gonawa (Weerambugedara),Level 4
92400103300,Divisional Hospital type C - Gonigoda,Level 4
92400103400,Divisional Hospital type C - Indulgodakanda,Level 4
92400103500,Divisional Hospital type C - Karambe,Level 4
92400103600,Divisional Hospital type C - Koshena,Level 4
92400103700,Divisional Hospital type C - Kotawehera,Level 4
92400103800,Divisional Hospital type C - Mahamookalanyaya,Level 4
92400103900,Divisional Hospital type C - Mahnanneriya,Level 4
92400104000,Divisional Hospital type C - Muwanhela,Level 4
92400104100,Divisional Hospital type C - Nagollagama,Level 4
92400104200,Divisional Hospital type C - Nawathalwaththa,Level 4
92400104300,Divisional Hospital type C - Rajanganaya,Level 4
92400104400,Divisional Hospital type C - Weerapokuna,Level 4
92400104500,Divisional Hospital type C - Wellawa,Level 4
92400104600,Divisional Hospital type C -Mahagirilla,Level 4
92400104700,"Mental Health Rehabilitation Unit - Arunalu, Mhru Unit (Uhmeeya)",Level 4
92400104800,Filariasis Control Unit - Kurunegala,Level 4
92400104900,MOH - Alawwa,Level 4
92400105000,MOH - Ambanpola,Level 4
92400105100,MOH - Bamunakotuwa,Level 4
92400105200,MOH - Bingiriya,Level 4
92400105300,MOH - Galgamuwa,Level 4
92400105400,MOH - Ganewaththa,Level 4
92400105500,MOH - Giribawa,Level 4
92400105600,MOH - ibbagamuwa,Level 4
92400105700,MOH - Katupotha (Kuliyapitiya East),Level 4
92400105800,MOH - Kobeigane,Level 4
92400105900,MOH - Kotawehera,Level 4
92400106000,MOH - Kuliyapitiya,Level 4
92400106100,MOH - Kurunegala,Level 4
92400106200,MOH - Maho,Level 4
92400106300,MOH - Mawathagama,Level 4
92400106400,MOH - Mallawapitiya,Level 4
92400106500,MOH - Maspotha,Level 4
92400106600,MOH - Narammala,Level 4
92400106700,MOH - Nikaweratiya,Level 4
92400106800,MOH - Panduwasnuwara East,Level 4
92400106900,MOH - Panduwasnuwara West,Level 4
92400107000,MOH - Pannala,Level 4
92400107100,MOH - Polpithigama,Level 4
92400107200,MOH - Rasnayakapura,Level 4
92400107300,MOH - Rideegama,Level 4
92400107400,MOH - Polgahawela,Level 4
92400107500,MOH - Udubaddawa,Level 4
92400107600,MOH - Wariyapola,Level 4
92400107700,MOH - Weerambugedara,Level 4
92400107800,Primary Medical Care Unit - Balalla,Level 4
92400107900,Primary Medical Care Unit - Bandarakoswaththa,Level 4
92400108000,Primary Medical Care Unit - Bathalagoda,Level 4
92400108100,Primary Medical Care Unit - Bihalpola,Level 4
92400108200,Primary Medical Care Unit - Bopitiya,Level 4
92400108300,Primary Medical Care Unit - Boraluwewa,Level 4
92400108400,Primary Medical Care Unit - Boyawalana,Level 4
92400108500,Primary Medical Care Unit - Buluwala,Level 4
92400108600,Primary Medical Care Unit - Digampitiya,Level 4
92400108700,Primary Medical Care Unit - Divurumpola,Level 4
92400108800,Primary Medical Care Unit - Divullegoda,Level 4
92400108900,Primary Medical Care Unit - Dodamgaslanda,Level 4
92400109000,Primary Medical Care Unit - Dothella,Level 4
92400109100,Primary Medical Care Unit - Elabadagama,Level 4
92400109200,Primary Medical Care Unit - Ethanawaththa,Level 4
92400109300,Primary Medical Care Unit - Gonagama,Level 4
92400109400,Primary Medical Care Unit - Hiruwalpola,Level 4
92400109500,Primary Medical Care Unit - Horathepola,Level 4
92400109600,Primary Medical Care Unit - Inguruwaththa,Level 4
92400109700,Primary Medical Care Unit - Kadigawa,Level 4
92400109800,Primary Medical Care Unit - Kahapathwala,Level 4
92400109900,Primary Medical Care Unit - Kekunagolla,Level 4
92400110000,Primary Medical Care Unit - Kelegama,Level 4
92400110100,Primary Medical Care Unit - Kalugalla,Level 4
92400110200,Primary Medical Care Unit - Kattimahana,Level 4
92400110300,Primary Medical Care Unit - Kimbulwanaoya,Level 4
92400110400,Primary Medical Care Unit - Kolambagama,Level 4
92400110500,Primary Medical Care Unit - Kosdeniya,Level 4
92400110600,Primary Medical Care Unit - Kumbukwewa,Level 4
92400110700,Primary Medical Care Unit - Kudagalgamuwa,Level 4
92400110800,Primary Medical Care Unit - Madahapola,Level 4
92400110900,Primary Medical Care Unit - Makulpotha,Level 4
92400111000,Primary Medical Care Unit - Melsiripura,Level 4
92400111100,Primary Medical Care Unit - Maspotha,Level 4
92400111200,Primary Medical Care Unit - Minuwangete,Level 4
92400111300,Primary Medical Care Unit - Mohoththuwagoda,Level 4
92400111400,Primary Medical Care Unit - Munamaldeniya,Level 4
92400111500,Primary Medical Care Unit - Narangoda,Level 4
92400111600,Primary Medical Care Unit - Netiya,Level 4
92400111700,Primary Medical Care Unit - Pothuhera,Level 4
92400111800,Primary Medical Care Unit - Pothuwila,Level 4
92400111900,Primary Medical Care Unit - Rasnayakapura,Level 4
92400112000,Primary Medical Care Unit - Thalakolawewa,Level 4
92400112100,Primary Medical Care Unit - Thalawa,Level 4
92400112200,Primary Medical Care Unit - Tharana Udawela,Level 4
92400112300,Primary Medical Care Unit - Thisogama,Level 4
92400112400,Primary Medical Care Unit - Udubaddawa,Level 4
92400112500,Primary Medical Care Unit - Udumulla,Level 4
92400112600,Primary Medical Care Unit - Uhumeeya,Level 4
92400112700,Primary Medical Care Unit - Usgala Siyambalangamuwa,Level 4
92400112800,Primary Medical Care Unit - Wadakada,Level 4
92400112900,Primary Medical Care Unit - welikare,Level 4
92400113000,Primary Medical Care Unit - Weuda,Level 4
92400113100,Primary Medical Care Unit - Wewagama,Level 4
92400113200,Rabies Control Unit - Kurunegala,Level 4
92400113300,Regional Medical Supplies Division - Kurunegala,Level 4
92400113400,Sexually Transmitted Diseases Clinic - Kurunegala,Level 4
92400113500,Sexually Transmitted Diseases Clinic - Kuliyapitiya,Level 4
92400200000,Office of Regional Director of Health Services - Puttalam,Level 3
92400200100,ANTI FILARIA UNIT - Madampe,Level 4
92400200200,ANTI RABEIS UNIT - Madampe,Level 4
92400200300,Base Hospital -Type A -Puttalam,Level 4
92400200400,Base Hospital -Type B - Marawila,Level 4
92400200500,Base Hospital -Type B - Anamaduwa,Level 4
92400200600,Base Hospital -Type B - Kalpitiya,Level 4
92400200700,Divisional Hospital -Type A -Dankotuwa,Level 4
92400200800,Divisional Hospital -Type B - Mundal,Level 4
92400200900,Divisional Hospital -Type B - Udappuwa,Level 4
92400201000,Divisional Hospital -Type B - Lunuwila,Level 4
92400201100,Divisional Hospital -Type C - Galmuruwa,Level 4
92400201200,Divisional Hospital -Type C - Madampe,Level 4
92400201300,Divisional Hospital -Type C - Anawilundawa,Level 4
92400201400,Divisional Hospital -Type C - Kottukachchiya,Level 4
92400201500,Divisional Hospital -Type C - Nawagaththegama,Level 4
92400201600,Divisional Hospital -Type C - Thabbowa,Level 4
92400201700,Primary Medical Care Unit - Kottanthivu,Level 4
92400201800,Primary Medical Care Unit -Mahakubukkadawala,Level 4
92400201900,Primary Medical Care Unit - Mampuri,Level 4
92400202000,Primary Medical Care Unit - Wanathawilluwa,Level 4
92400202100,Primary Medical Care Unit - Aluthgama,Level 4
92400202200,Primary Medical Care Unit - Pallama,Level 4
92400202300,"Primary Medical Care Unit - Mellawa, Lihiriyagama",Level 4
92400202400,Primary Medical Care Unit - Wennappuwa,Level 4
92400202500,Primary Medical Care Unit - Thalawila,Level 4
92400202600,Primary Medical Care Unit - Nainamadama,Level 4
92400202700,Primary Medical Care Unit - Mudalakkuliya,Level 4
92400202800,Primary Medical Care Unit - Koswaththa,Level 4
92400202900,"Primary Medical Care Unit - Thabagalla, Medagama",Level 4
92400203000,Primary Medical Care Unit - Thoduwawa,Level 4
92400203100,"Primary Medical Care Unit - Karathivu, Pomparippu",Level 4
92400203200,Primary Medical Care Unit - Madurankuliya,Level 4
92400203300,Primary Medical Care Unit - Pothuwatawana,Level 4
92400203400,Primary Medical Care Unit - Kokkawila,Level 4
92400203500,Primary Medical Care Unit - Nattandiya,Level 4
92400203600,Primary Medical Care Unit - Wijayakatupotha,Level 4
92400203700,Primary Medical Care Unit - Pulidivasal,Level 4
92400203800,Primary Medical Care Unit - Walahapitiya,Level 4
92400203900,Primary Medical Care Unit - Wilpotha,Level 4
92400204000,Primary Medical Care Unit - Kirimediyana,Level 4
92400204100,Primary Medical Care Unit - Yatakalana,Level 4
92400204200,Primary Medical Care Unit - Weppamadu,Level 4
92400204300,Primary Medical Care Unit - Hiddayathnagar,Level 4
92400204400,Primary Medical Care Unit - Alankuda,Level 4
92400204500,Primary Medical Care Unit - Kandakuda,Level 4
92400204600,Primary Medical Care Unit - Maningala,Level 4
92400204700,Primary Medical Care Unit - Madawakkulama,Level 4
92400204800,Office of Medical Officer of Health - Dankotuwa,Level 4
92400204900,Office of Medical Officer of Health - Wennappuwa,Level 4
92400205000,Office of Medical Officer of Health - Nattandiya,Level 4
92400205100,Office of Medical Officer of Health - Mahawewa,Level 4
92400205200,Office of Medical Officer of Health - Madampe,Level 4
92400205300,Office of Medical Officer of Health - Chilaw,Level 4
92400205400,Office of Medical Officer of Health - Arachchikattuwa,Level 4
92400205500,Office of Medical Officer of Health - Pallama,Level 4
92400205600,Office of Medical Officer of Health - Anamaduwa,Level 4
92400205700,Office of Medical Officer of Health - Puttalam,Level 4
92400205800,Office of Medical Officer of Health - Kalpitiya,Level 4
92400205900,Office of Medical Officer of Health - Karuwalagaswewa,Level 4
92400206000,Office of Medical Officer of Health - Mundal,Level 4
92400206100,Sexually transmitted disses unit - Chilaw,Level 4
92400206200,Chest clinic - Puttalam,Level 4
92400206300,Regional Malaria Office - Puttalam,Level 4
